Avg_ch1,Err_ch1,Avg_ch2,Err_ch2,Avg_ch3,Err_ch3,Avg_ch4,Err_ch4,Avg_coinc12,Err_coinc12
3991.624,3.9777099784515046,3933.72,3.9285590202994247,84.774,0.5706779909628277,57.119,0.4681436900295832,289.731,1.093067863105193
Sample,ch1,ch2,ch3,ch4,coinc12
789,3950,3909,96,54,295
790,3950,3901,81,54,303
791,3959,3936,85,66,320
792,4063,3976,86,53,297
793,4011,3888,86,50,296
794,4022,4037,80,60,299
795,3945,3880,71,54,282
796,3945,3866,84,51,283
797,4040,3908,78,54,281
798,3894,3957,89,55,281
799,4003,3926,79,57,277
800,3950,3944,81,53,297
801,3984,3894,93,57,289
802,4057,3933,83,69,275
803,3988,3992,85,60,290
804,4019,3971,85,58,283
805,4082,3942,101,61,284
806,4181,4039,89,60,320
807,4011,4024,94,53,315
808,3959,3888,79,64,288
809,3953,3928,82,60,271
810,3913,4045,78,47,307
811,3918,3890,89,51,301
812,4003,4023,94,47,279
813,3954,3962,80,42,285
814,3999,3975,77,53,281
815,3961,4028,91,55,302
816,4004,3872,83,67,301
817,4033,3845,93,57,302
818,4002,3991,70,58,275
819,4010,3885,65,61,305
820,3963,3911,85,62,299
821,4072,4004,89,73,289
822,4022,3959,83,61,316
823,3901,3878,83,54,264
824,3987,3868,86,40,294
825,4068,3899,74,59,270
826,4052,4017,87,52,282
827,4074,3887,83,58,293
828,3953,4074,80,62,285
829,3960,4018,79,56,277
830,4018,3916,88,64,286
831,3898,4011,72,50,289
832,4005,3917,100,54,272
833,4016,3978,85,57,320
834,3997,3861,85,61,266
835,3992,3883,73,52,289
836,3995,3853,91,59,306
837,3971,3976,102,65,285
838,4041,3978,85,47,277
839,3846,3946,102,61,306
840,3996,3863,85,52,285
841,3906,3876,83,69,309
842,4104,3994,94,58,297
843,4030,4021,71,40,273
844,3899,3957,85,61,272
845,3976,3972,83,53,297
846,3913,3936,75,54,298
847,3986,3943,85,61,279
848,3945,4006,84,47,284
849,3929,3990,84,51,297
850,4085,3904,78,53,309
851,3939,3915,95,59,285
852,4022,4071,79,58,287
853,3958,3968,97,52,286
854,3906,3834,93,51,298
855,3967,3930,68,63,320
856,3969,3918,69,58,294
857,4051,3977,75,63,290
858,4038,4048,86,55,321
859,3995,3909,84,83,295
860,4071,3807,92,51,282
861,4012,3889,77,52,298
862,4030,3994,93,54,295
863,4033,3926,77,47,311
864,4106,3963,72,55,300
865,3958,3846,71,67,308
866,4032,4009,99,65,282
867,3962,3935,79,52,293
868,4030,3935,74,71,298
869,3936,3929,80,63,311
870,4089,3809,88,59,275
871,3986,4044,86,60,294
872,3999,3911,96,44,292
873,3938,3936,84,61,289
874,3875,4049,78,68,305
875,4030,3899,84,63,281
876,3964,3966,81,64,276
877,4101,3937,95,56,320
878,4006,3988,77,49,317
879,3989,3866,72,62,241
880,3930,3903,99,62,307
881,3988,3913,88,51,282
882,4001,3927,79,74,290
883,3963,3878,87,58,274
884,4013,3929,85,54,272
885,4010,3863,95,47,290
886,4117,3833,93,61,298
887,3970,3876,83,45,304
888,3944,3922,73,50,311
889,3973,3931,71,48,302
890,4042,4029,83,47,281
891,4023,3888,72,53,333
892,3962,4027,92,55,296
893,4052,3969,94,45,280
894,3988,3901,109,62,279
895,4134,4023,79,60,309
896,3918,3904,85,49,272
897,4031,3909,72,50,266
898,4048,3952,76,64,275
899,3948,3844,93,64,274
900,3906,3709,81,47,297
901,4002,4059,95,59,270
902,3986,3957,93,49,290
903,4084,3959,84,71,306
904,3980,3969,89,65,300
905,3992,3918,79,58,290
906,4007,3960,85,53,270
907,3925,3970,74,59,293
908,3843,3986,93,48,310
909,3816,3998,92,66,247
910,3999,3885,104,61,271
911,3910,3887,84,68,297
912,3985,4024,93,56,283
913,4012,3941,96,52,282
914,3928,4038,73,60,283
915,3857,3901,72,55,280
916,3985,3973,104,51,268
917,3935,3983,66,59,279
918,3972,3829,89,71,304
919,4000,3859,89,57,257
920,3912,3835,75,60,268
921,4073,3977,78,52,281
922,3997,3886,79,67,258
923,3962,3942,93,45,302
924,3929,4022,76,64,327
925,4000,4076,83,50,311
926,4019,4069,71,67,287
927,3933,3852,86,47,261
